BankWallet,Sum of Countries Worth,Avg Tile Price, % of Tiles Sold,Number of Active Players,% of Player's money spend,All Active Players Wallets, All Active Players Product-Portfolios,Quitting Players Wallets
11984045.463775572424030276205,12334020.914977183363275698145,2.521110129807467876200161937,8.893050899332469,36321,90.4426240425233,142744.86219064956876508655467,25166203.221119621526876313852,4949.0877148556112028023586345
12039891.583152009973182955104,12391828.025882535947731028018,2.5351613908780016965363040424,8.9094291596919,36397,90.67867080133239,139053.10353056912735993959351,25368085.608636955140002521713,4974.6690783544062320879505005
12101032.528453541966137119344,12455921.622526374108538308663,2.5501594134652240258094319446,8.92722968772117,36467,90.91071675284297,136391.12425374428288398047637,25592130.137567796865296118437,5009.7968480540462784043743321
12160194.691758095164626907822,12517934.929014824870517599166,2.56429098434194511148358567,8.944332130242765,36539,91.186129527585,136580.12917867345609823802797,25789880.482938317977499366734,5013.6355928657300375305932741
12219393.118206867418114770760,12579118.412795732379317264330,2.5791710616819732040435113676,8.961334100644567,36623,91.37214972013285,133151.70288972217632732624803,26007397.247648492762062250134,5047.0266630594753103305959407
12266810.529955350958516587748,12628397.829704004127517025564,2.5946579042123620136074217972,8.974844338675284,36681,91.57169751420518,129126.86826439953496111794538,26213401.026143052004189673773,5147.7247101681974069097591260
12310509.660922174518803505277,12673442.259810812401014427243,2.6105948454169518607985632309,8.98720501907561,36745,91.75917707539676,125844.59708182952368515577432,26438996.304293592329542120910,5269.3997292034810441739132422
12356645.561174675125542352620,12720443.870093423426410769516,2.6263387873994054656924862101,9.000146350038394,36801,91.92234490723645,122169.95146437548273053573555,26647566.955240589050585976604,5307.7589767812738019810597108
12397546.683889788828658010928,12763582.046062814822251860476,2.6403567513080986720145935613,9.011536234891603,36853,92.09480313620755,121447.01706180490561148981125,26828072.435285048046659771384,5338.8012640909254261590048542
12446912.223000694679693130556,12814547.745350040888155742548,2.6590372504166587852386400113,9.025204357681998,36914,92.24807956624709,119988.84663277875651414482053,27065844.220484798251979701783,5436.9427175254325091668428962
12488785.743780113310099034547,12856927.406227926348122495076,2.6716196350726102735952004616,9.036714287145873,36964,92.43478028806406,117254.82910882220344491806341,27241874.253920379988869439553,5668.1247926804513567982707916
12535545.580075064826769173591,12905311.912479359926145006022,2.6856435071492562307781188223,9.049485989854455,37020,92.58961040384482,115515.58651161415125717595432,27437979.129179330020343777774,5692.6584337776940217716882948
12568946.681740592827553222574,12939658.312282460306325804020,2.7000503586519291520768647161,9.058542833796045,37073,92.74485386699446,112697.71144926223836709653059,27617154.442971544349026490990,5776.7365218405898054918760176
12598258.847568354023318033802,12969663.085011739391926508306,2.7117692034963111703034991242,9.06644098627817,37117,92.86179879137246,110828.86705430631138616989647,27764308.503045942356232223688,5857.3746609398036333908437316
12629661.369692635966046465736,13002211.011518743612413285118,2.7260005111055645545035290362,9.074836280028377,37170,92.95818697614963,110112.35476404877718811849882,27946943.260041424926559853708,5935.0694170206728388785954638
12661611.399871844518977922347,13034999.013112592212368427635,2.7384436738603743368442291901,9.08332421690203,37220,93.08940297578945,107948.05805741118141300165246,28108345.300948785209401267981,6067.5398779256777543004453398
12697159.891870075888140280866,13072286.657293074688136273024,2.7515246398981185742769763391,9.092711183522947,37259,93.2167913541026,107276.23483847737552244374336,28283782.332874799792712424164,6078.3151344120166924081550862
12726062.823962999660477935531,13102632.435496502152591778836,2.7621210460591497801855557342,9.10029748098389,37298,93.35342181192858,104434.62182207017082677360296,28411215.882441153724045146367,6109.0876159273477239115796896
12751108.116837091028296239947,13129155.578889280690363446667,2.7734800746015039909912001214,9.10684121709786,37334,93.46219741756953,103488.66346946541333700106718,28547499.212961031991668705829,6224.7784522994942594405961373
12780416.753533816697638050199,13160301.411661538284309915410,2.7853040070760058612173915026,9.114462745042367,37379,93.54787836960568,104448.16591168426712651856976,28691473.156079406540298104165,6274.2347427634493950806814055
12818625.937458370900035711979,13199149.677469044927265907404,2.7989454022110763081029349119,9.124342938433191,37422,93.68651735764833,101799.24908657579883919267854,28882881.904294760965110575169,6464.9128726856086187426272191
12843653.148909254473038269487,13225468.632488111002592089445,2.8089639338127661669951718594,9.130780983096466,37460,93.76871371140429,100069.04323455379094377490487,29002500.703477291918543823773,6509.7017886212081527909748913
12873905.227576468429349828496,13256671.640590771554797191033,2.8199095644597748594260405998,9.138527774982537,37501,93.90074438349042,98824.27478298462927593982082,29143333.735191706117088403250,6598.7638101814278433278114761
12902650.840769189182668277289,13286316.157921203670374383263,2.8289234340679072550903821661,9.14585180106583,37538,93.97362219065297,98264.89558318844405326863669,29256782.624189148896951467974,6664.1181328791244447399998489
12923709.595263753605515014842,13308394.406395363126685311766,2.8387972606593039704178568877,9.151200310404047,37571,94.04502996005576,97114.98207320701067249997322,29378097.254625438701191722088,6664.1181328791244447399998489
12949880.397484388270719637635,13335402.647719099510345068251,2.8535162549574782557288037886,9.157817117150596,37609,94.11478160883986,95389.70360428509254668643795,29560003.193165870278660349650,6829.3700421832134691827786575
12973963.678951307487055173467,13360439.899934296010519562241,2.8604022648934694005594245324,9.163878065156457,37636,94.22893471234555,94202.52600471897972327192279,29639712.849777640425912655434,7130.3572823415375000252075138
12996281.892040126649090994088,13383222.985950347369444804630,2.8690259898517108127382471453,9.169473187879628,37668,94.33322927790674,92861.75570362417311697466604,29750347.346996721711277747931,7210.6880545849359374783158629
13024970.861270494745592079673,13413020.077529042047214853764,2.8812364324756114977347564219,9.176635414705068,37699,94.3671121384361,91756.12548648572210306118517,29912225.968902236336015299685,7327.1708290503015414327057517
13048785.951404617284285734555,13437200.395432772269900395572,2.8887425912277539218410823645,9.18255544077667,37739,94.48099537991604,90579.06282997153938298051845,30011976.835928761482730984531,7440.9876159797186421255263737
13069892.217899307956833806521,13458928.752392462807063892853,2.8989284303429984810287564938,9.187783905504222,37759,94.56488835658611,90654.64955831751388492194962,30142199.937194631999926052720,7462.6812487896336367546235297
13085991.286990243261916195210,13475602.488125763024440711079,2.9065274723682573925171652172,9.191755816317967,37792,94.62778102759495,88585.86835746613626053817432,30222177.980291837396811624466,7494.9722138649192720375888095
13107490.662573135124120616752,13497812.517083557983868987905,2.9159399362942180318831253968,9.197036474354505,37819,94.70987039085755,87682.43675056729968049220645,30348811.746570842656521804765,7605.1593751002877802750807399
13124299.052152720316506988589,13514870.184431144505955798554,2.92367936846821619948537403,9.201149307102508,37848,94.75218706363852,85792.80645002921036292492625,30448656.328660240149269020993,7636.0230169184404609719808256
13143006.739244994501042673546,13534224.320201513024866583746,2.9316203806894155650205458817,9.205713611973229,37874,94.82089594519428,86327.28656251150367061751215,30547036.713706220339099009046,7714.1376271753370304510644730
13158219.496071198764117982873,13550210.515206750004460250216,2.938018466435444096341623619,9.209412812747527,37901,94.8970993295247,86224.66557617187512808649447,30624385.888500530873262472866,7768.7186326111861952593201906
13171012.486970709668944887384,13563469.219511460798198133008,2.9470815172545366650251538351,9.212513095301224,37923,94.95196047762583,85614.59856445662332569111483,30718214.919960919458102255572,8003.464416477081835432592329
13187676.152700653279330298816,13580899.226029201575618474734,2.9543965474596322327527686856,9.216538504256677,37946,95.03164660038775,84915.77159373539497711721510,30811232.163169104622963387209,8107.364413043673572059110462
13207529.110083480298330733664,13601168.401071213155115426944,2.9615724451177245820526813942,9.221316801694236,37968,95.10131182155911,83919.46500137730280336992168,30898547.447873968712910806851,8139.959725363608724913247329
13222731.101920540636823178203,13616146.714813376226836578216,2.9695395569770671254193470506,9.224966418825,37989,95.15863224936372,83315.85941187285003883810267,30999250.421430000578021094499,8333.130824067620427625114469
13239358.788337416050818489728,13633587.801838375356171338886,2.9795747935081517872795265174,9.228946158635091,38012,95.22612807455066,81960.76737203777104936209010,31120454.951285973019934122320,8376.883080864452442770582029
13255298.538555334089781341381,13649712.208752013026000123505,2.9843011884916048871646378241,9.232749746027359,38027,95.24391365506011,81022.80563282865845976663883,31189882.284596062373678579565,8440.463717886985423659014907
13268137.825463813077928738327,13664374.373445876761932131515,2.9922862882433078739220549939,9.235801749770244,38043,95.33084420393153,81653.24865140843408422184315,31289908.598072087494168113566,8574.872087440883470840015510
13278676.211038268087990398246,13675390.840791511764114507975,3.0002614159125656213631891357,9.238297894772444,38060,95.37862130110227,80779.98023148152752250724147,31382608.197488633697127288772,8630.829205513442435353164568
13295863.492697945327808957670,13692909.446580043481788745385,3.0079474625309247787510734607,9.242355924546013,38083,95.39483031550535,79311.63832196282025617109472,31480734.098021763150167997595,8681.971121322042029583284043
13313372.770884836100177954907,13710948.683284321020900489124,3.0142186042413032851998545867,9.246473976624914,38103,95.47160726457435,76832.258287722173866870883391,31562499.779852101372481700240,8774.807994507305661722822108
13323860.495340361812499798382,13721742.152172062358241424041,3.022039941329449485922244326,9.248933586310823,38120,95.52340062896967,75733.258078472605535883776747,31650754.872267777489096793554,8939.176966737298183990385870
13341866.104376158680789193787,13740641.115035243557996760341,3.02712950895600905605482440,9.253145586345896,38144,95.5542117177919,75741.585141663690929196773852,31711715.680635310293213208344,9031.928615077847672612670563
13355896.870055256171762088214,13755305.481669930831723942067,3.0334748464713495755358866174,9.256422021317418,38168,95.60161024950247,76307.796850016333144387263787,31791252.380282893488382782458,9061.795296236753370804827851
13369462.440519623398615383598,13769243.682955935761340058523,3.0393559938414426387973986982,9.259582326176448,38179,95.63206237845105,75508.767548258327988820147855,31868793.462167347507936672290,9061.795296236753370804827850
13386264.969257764672000499372,13786568.645081269366181309974,3.0460941898311981835449689174,9.263482471190338,38198,95.69957856886809,74497.987775454199660416971417,31953450.600661360291888505093,9103.289885322277417805680556
13394966.148692809956505231365,13795480.900458777036489869450,3.0522487954218062143589616458,9.265497132917151,38216,95.73277748922273,73648.739936923273058057367553,32025360.670666208170349327322,9140.903818452479709359275045
13402941.656372854605507081441,13803709.457979123724752161668,3.0571503157060044212796979008,9.267339556724314,38229,95.76920952056223,72534.673463089153263710062193,32076501.595496492088585242296,9140.903818452479709359275045
13418237.318038362223154158177,13819262.974765858571050842269,3.0649444597579022757581992901,9.270866519578963,38245,95.82564451611493,72456.938939197035960802162360,32164030.735916991779842285100,9200.491063690786037144990785
13431394.720976621652443632380,13832618.610019714044827333394,3.070519680291437462924018461,9.273891121834632,38267,95.87387432899072,72972.257932890240199936962623,32227503.533929372305295432600,9253.203151344252786943342967
13442921.707106211402652414025,13844267.787686646553890386641,3.0783534399536268017419797164,9.276533408101988,38289,95.89511917316487,71578.780019572839874440170963,32323821.324464086273058363792,9258.293422678705608796385264
13454263.043357259923855172419,13856184.833007991537563966512,3.0846068973558658832870988925,9.279124805893083,38305,95.95346388497713,71176.525482068856388196644857,32396018.136030769284413092968,9266.219840744778353411554157
13471276.502074037646875150471,13873422.947994707674786564630,3.0909339518631566411794180272,9.283002768750656,38319,96.02304175585002,70675.842468308402695918917435,32479403.892937465311280288607,9285.047767611884889882515287
13479381.269890962690384982672,13881817.821883404816541760705,3.0982351724936697655170161955,9.28484519255782,38332,96.05576051720973,69613.138359424219411828043163,32557351.767679219232401536651,9316.281991407782642470956057
13489223.023187455279652584375,13892100.832488748553399608614,3.1021009578474474013789407281,9.287079066182368,38348,96.0945365265618,69649.269266263385916578549314,32604811.998304969064130639271,9362.454016801692515997735564
13500431.346345246733165484608,13903556.117426276500314674538,3.1073499803235381130788255721,9.28961827066448,38358,96.13066740946498,69193.845734465109268198955447,32667950.652693425900481224096,9441.319050831129730675134388
13510660.247594192554749578275,13913896.855799942083005857182,3.1123284398820495972652524879,9.291930434252507,38377,96.18120751919939,67747.574269557421195404829209,32726995.605735574968662948542,9458.610856549591553410083335
13524127.747758794934347066492,13927669.277989031183368571684,3.1191804616449036361451680144,9.294968084835421,38396,96.22370658600583,67672.205429953369493215299264,32821791.379975468077797509061,9497.527285547138184372915926
13532029.428015173036720123682,13936239.872270483844168318453,3.1222248476946427470263965488,9.296747876671803,38414,96.25431483667799,67761.729017632358493568241141,32852152.986296770549451879990,9506.882863196318156409781710
13541159.001367861685970839649,13946045.292738070305409265762,3.1261499871249787985235820017,9.29880037854763,38425,96.29384125267983,67912.186864444863420108964543,32895582.254072876744097995096,9640.078165805501143614045120
13561673.656662052214325563312,13966817.184001705796494014511,3.1332337341087922225491662802,9.303402523567367,38437,96.35367314991453,66277.485866444664416538135177,32989867.978319284328959392710,9723.548617070965865973010623
13573965.086241738505785206734,13979517.825631794026660987629,3.1383362179012069759656123183,9.306151806118141,38449,96.4085837125145,65797.316029562684614159855690,33043191.699836073171839615686,9731.611359403376007069039842
13583952.453021222094918687015,13989842.021810582667478193453,3.1466993359236152125942486922,9.308380460411792,38468,96.43938071806225,65564.927164043325952034790942,33132312.119498923096248390676,9784.872615606683789983963022
13594795.949928191470590631502,14000761.206589186586723842462,3.1496473210882641480819648106,9.310795705785065,38482,96.48387937204947,64757.806765165046838016398995,33165660.834793285577394319936,9858.874052179769349448817327
13603796.095822198800110282060,14009762.485697387651022098677,3.1530489412616843647526229187,9.312797319184632,38494,96.51551978128367,63859.497624833008539181560660,33202676.304947416091214399419,9875.370625716632355908497931
13616451.202400025188492973379,14022378.090079276552797141048,3.1551365019440459088408602942,9.315609233706189,38506,96.56632115648155,62366.057239815026930348688986,33233149.497701974289476477818,9913.082637599097077875743488
13626255.873155528377378619497,14032353.485010094458555778582,3.1594282825961075249018089997,9.31778438985813,38521,96.59219885119722,61370.005001815761243733947320,33281890.826473088517343358982,9942.729853068021366267857944
13637016.411219194974862979526,14043295.105790067801506943484,3.1647305241613475113880669556,9.320167014413286,38531,96.61143382797833,60860.289918353554545215713266,33347856.708248921708475572446,9952.337182295530446052060003
13645741.571835482887412477362,14052082.554229604359541161896,3.167741391804681669287159022,9.322095557180276,38541,96.6534381940666,60123.243661818412645940517389,33383362.061066759894753585680,9989.889244354212534918399325
13653256.513566226576149251886,14059630.878559393023403862484,3.1713855047344242318250424736,9.323753999573267,38556,96.68964234952676,59325.508615973179671154817275,33430856.542169316621170318466,10003.427689801950680284072650
13663313.823465296678905717237,14069782.659329845226593318006,3.17444469946105551089573785,9.325969605539672,38566,96.71327306889114,58412.485671000631151549696475,33464170.270301687762649508867,10004.471828649199142465837935
13672538.597712509681916450144,14079403.496237181004252020503,3.1788912188307690223219729752,9.327997315593732,38579,96.7285171091337,58856.033281080834806799965204,33518189.608152348105860169559,10053.549807616032083925367970
13678833.691388792818973711139,14085732.521096962327067930053,3.1824486946224815880654852304,9.329379133449105,38593,96.748585909066,58166.590695711993129486914408,33557127.052099857064314028339,10073.692944910155865409904666
13683567.114337355452454469546,14090676.628256822906687203827,3.1871926946623625562831957008,9.330416475465178,38603,96.77172640097467,57903.718854471211157542587537,33597377.496923966588329561167,10087.237477238367291310535167
13690461.597762439799789621608,14097799.313031937386542480599,3.19175229942404449791490864,9.331924862094839,38612,96.79636389897765,57745.941006516586753557703307,33633398.049773084789562469378,10098.764882492804039017504423
13699649.904718649682104654737,14107059.433017222890085902162,3.1965064832345787569027266508,9.33393299965803,38625,96.82266840850347,56685.554701582274737441641770,33694382.601630741391412345184,10116.991839791059079366639215
13703849.588762030540906196167,14111730.202850816753957400903,3.1991436623942975128182930356,9.334848992230713,38633,96.84807460866004,56604.173784029486959907623191,33725232.283327277302706993584,10575.689763371355283277772805
13708713.840558071976925476597,14116704.779984241898218531820,3.2026619212451249446943854376,9.335908516403105,38638,96.85738089946028,56289.289691093573052678225673,33760579.819606638076288614811,10576.596926765037248322868697
13715633.615860570829970116051,14123831.494502740896462397706,3.2060304156825794238969252004,9.337414293367315,38652,96.88179087344523,56033.996212521635219760831173,33799364.671281625495959379930,10584.851882275544497436265629
13725919.863965325052010534711,14134085.311606469012655549867,3.2094965193222582513321755472,9.33964947182459,38664,96.90992664162917,54975.620616135314238927840176,33839710.071390338974081768081,10607.850510588871116913345552
13732693.591694653601097832787,14141059.392163516082828933532,3.2132183460691518841550320424,9.341120018305237,38670,96.94166383873282,53997.636280243729734746501054,33883030.678946770105673168352,10638.315119081663591066313983
13737923.892941085818108083328,14146391.704921176807784404464,3.2159280636335328355070500532,9.342253917942932,38678,96.9638975484041,53607.059535457535415738183712,33909885.609083866764921427139,10668.090145664743017500100840
13751026.192952467371549753001,14159793.369303005628829730250,3.2193151003301067075794919532,9.345088014620806,38685,97.00636927674924,53632.657938083023297816478632,33955537.457734126288111815290,10677.673013328052087961325655
13756378.060168521176181710829,14165303.120105370999002466010,3.225257913248784373128644474,9.346242791582096,38693,97.03298816096084,53270.265271333397270092967214,34023965.969182076938636210990,10707.008860572981280043715775
13761639.579325185887864416930,14170666.118079656488855054562,3.2278918493895377977140710344,9.347376691219791,38704,97.03683558431752,52924.927084928742050242363412,34036178.644045251758210938111,10724.709740209623767261729203
13765057.566662433328103014839,14174160.927125651289313752967,3.2311306809449313844715581992,9.348112616876477,38712,97.05580532864926,52655.515610748373253434022977,34063200.183459153031554122770,10735.933669710620023388107401
13769794.021424504474960099964,14179053.099760853600888373427,3.2346575117749506853999220944,9.349131691234405,38719,97.07494964606845,52463.129935460189884062197805,34096810.385704798992491144772,10758.317081375644706379231791
13774448.736560058662152414184,14184033.183893965871320166019,3.237193493038550873304802746,9.350132497934188,38726,97.08939573008377,51910.964817118461553803267643,34123781.052729951862468037612,10782.872960247813236175270257
13782094.004772242823641029142,14191762.628716633303567543570,3.2405754965569782213342288436,9.351775282334486,38735,97.09044198097126,51404.026295134644190145927654,34159164.006529163238088354991,10782.872960247813236175270257
13786216.655419842606874406736,14195846.142754045895710419893,3.2434921120000591605595127348,9.352659958921778,38742,97.1070176191885,51004.893691710234283419899950,34170638.838117707048076579129,10846.114001606049765076239267
13791724.841068797906328796855,14201514.693259102243685451885,3.2459899502038772716256488668,9.353840832537559,38752,97.12474104252507,50590.883515684221517857420367,34201148.065188673071046495002,10846.114001606049765076239267
13800856.804921827272783867383,14210771.419219124573555285623,3.2494607575635108512771190412,9.35579547195904,38761,97.15069752647415,49389.055093041001354989775614,34242971.604574435213049807752,10851.574168515185793910690066
13805837.933441524878724370232,14215879.214559544825840604399,3.2523432740018788499360277784,9.35686021546233,38767,97.17811608713798,49357.997880527329277445709908,34273550.448380457676723829813,10858.269339497325079721259128
13809145.543765767999701610100,14219455.334459306772122612019,3.2557449454436274179181880612,9.357566129966349,38769,97.20165781897771,49555.424789496884867253377989,34302408.557334367485559867799,10870.889119610886700898975149
13811796.814894873366580110672,14222124.485605498891393627931,3.2586832404920776784613370464,9.358131122536111,38772,97.21723385125831,49303.544817562634190253196585,34330056.596371912424123732949,10885.580332082330382946928734
13818551.298472166024350263255,14228927.025968610235030251159,3.2638069124434688638483448204,9.359569048198642,38782,97.24579059212242,48612.553540483918960521879316,34391352.608763244738719485032,10910.816851834238657057021132
13823902.652962700686793313995,14234411.435868325675735366534,3.26753342330752862829259865,9.36070686233451,38790,97.2588633109914,48703.295566530374510445090829,34434060.730478874470705372537,10927.934991209117734608025224
13829438.010333624457795338081,14240060.344212653204686517803,3.2702233357424299459891973756,9.361882516619394,38796,97.29251948555797,48525.270965017127532132911146,34469039.590721549241448637757,10983.779015771269238603498271
13832179.119847742319719972273,14242739.050635151789419628090,3.2724451972155853867390650412,9.362464472014574,38800,97.31057894721597,48253.582166898222065447819956,34492424.475308646042560115904,11095.542771297779319533598285
13837324.942775704406091908580,14247663.595568422248429084655,3.277772260559364726248964962,9.363555312172357,38807,97.33334478924013,47718.963937350628892253103408,34542006.680952671779899324432,11189.514072205314726271469139
13842599.341690930796417707924,14253004.402334810515684665678,3.2802751958263989566956363172,9.36467224898463,38812,97.34582594376835,47574.388410316514962110515381,34568439.995295831865729301867,11195.042612997954242696231607
13846562.982893592797524362884,14257052.176403591671653604204,3.2827462493456970077116865472,9.365509951593838,38818,97.35640934912495,47167.949312131971815258068461,34590269.593749069531364986162,11214.588058744954962425828862
13850004.705591775540125165442,14260584.256624580055707887073,3.28536402269212199581082935,9.366236743421451,38821,97.37913961691372,46989.960461955517605804213341,34617645.616425033128066967997,11217.167487364036828309327724
13856616.924541988164760780112,14267359.393294616500370179293,3.2887804167287211691284477848,9.36763160960407,38831,97.40449951835707,46911.720654092326449055588553,34651996.412637159698444009342,11234.044770054770303897333460
